ID,composition,pressure,Lambda,omlog,a,b,c,alpha,beta,gamma,nat,ntypat,species,xred,ref
140,Ce1H9,150.0,1.232,1212.827,3.487957073611702,3.487957073611702,3.487957073611702,60.00000000000001,60.00000000000001,60.00000000000001,10.0,2.0,"[""Ce"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H""]","[[0.5, 0.5, 0.5], [0.75, 0.75, 0.75], [0.8829535991861945, 0.8829535991861945, 0.8829535991861945], [0.8829535991861945, 0.8829535991861945, 0.3511392024414022], [0.8829535991861945, 0.3511392024414022, 0.8829535991861945], [0.3511392024414022, 0.8829535991861945, 0.8829535991861945], [0.1358638585037895, 0.1358638585037895, 0.5924084244886103], [0.1358638585037895, 0.1358638585037895, 0.1358638585037895], [0.5924084244886103, 0.1358638585037895, 0.1358638585037895], [0.1358638585037895, 0.5924084244886103, 0.1358638585037895]]",[10.1063/1.5130583]
141,Ce1H9,200.0,1.008,1615.892,3.398176173646227,3.398176173646227,3.398176173646227,60.00000000000001,60.00000000000001,60.00000000000001,10.0,2.0,"[""Ce"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H""]","[[0.5, 0.5, 0.5], [0.75, 0.75, 0.75], [0.8835722479352413, 0.8835722479352413, 0.8835722479352413], [0.8835722479352413, 0.8835722479352413, 0.3492832561942691], [0.8835722479352413, 0.3492832561942691, 0.8835722479352413], [0.3492832561942691, 0.8835722479352413, 0.8835722479352413], [0.1368315608332011, 0.1368315608332011, 0.5895053175003824], [0.1368315608332011, 0.1368315608332011, 0.1368315608332011], [0.5895053175003824, 0.1368315608332011, 0.1368315608332011], [0.1368315608332011, 0.5895053175003824, 0.1368315608332011]]",[10.1063/1.5130583]
142,Ce1H9,250.0,0.884,1719.708,3.3257139858068423,3.325713985806843,3.3257139858068423,59.99999999999999,60.00000000000001,59.99999999999999,10.0,2.0,"[""Ce"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H""]","[[0.5, 0.5, 0.5], [0.75, 0.75, 0.75], [0.8841158176977331, 0.8841158176977331, 0.8841158176977331], [0.8841158176977331, 0.8841158176977331, 0.3476525469067937], [0.8841158176977331, 0.3476525469067937, 0.8841158176977331], [0.3476525469067937, 0.8841158176977331, 0.8841158176977331], [0.1375967963805209, 0.1375967963805209, 0.5872096108584159], [0.1375967963805209, 0.1375967963805209, 0.1375967963805209], [0.5872096108584159, 0.1375967963805209, 0.1375967963805209], [0.1375967963805209, 0.5872096108584159, 0.1375967963805209]]",[10.1063/1.5130583]
143,Ce1H9,300.0,0.829,1860.465,3.264993649918802,3.264993649918804,3.264993649918802,59.99999999999999,60.00000000000005,59.99999999999999,10.0,2.0,"[""Ce"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H""]","[[0.5, 0.5, 0.5], [0.75, 0.75, 0.75], [0.8846081814348423, 0.8846081814348423, 0.8846081814348423], [0.8846081814348423, 0.8846081814348423, 0.3461754556954659], [0.8846081814348423, 0.3461754556954659, 0.8846081814348423], [0.3461754556954659, 0.8846081814348423, 0.8846081814348423], [0.1382520667094624, 0.1382520667094624, 0.5852437998715985], [0.1382520667094624, 0.1382520667094624, 0.1382520667094624], [0.5852437998715985, 0.1382520667094624, 0.1382520667094624], [0.1382520667094624, 0.5852437998715985, 0.1382520667094624]]",[10.1063/1.5130583]
144,Ce1H9,90.0,1.769,1017.731,3.6349599489724223,3.6349599489724223,3.6349599489724223,60.00000000000001,60.00000000000001,60.00000000000001,10.0,2.0,"[""Ce"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H""]","[[0.5, 0.5, 0.5], [0.75, 0.75, 0.75], [0.8820121506504218, 0.8820121506504218, 0.8820121506504218], [0.8820121506504218, 0.8820121506504218, 0.3539635480487345], [0.8820121506504218, 0.3539635480487345, 0.8820121506504218], [0.3539635480487345, 0.8820121506504218, 0.8820121506504218], [0.1344803915280842, 0.1344803915280842, 0.5965588254157473], [0.1344803915280842, 0.1344803915280842, 0.1344803915280842], [0.5965588254157473, 0.1344803915280842, 0.1344803915280842], [0.1344803915280842, 0.5965588254157473, 0.1344803915280842]]",[10.1063/1.5130583]
145,Ce1H9,92.0,1.68,1123.742,3.628790099779637,3.628790099779637,3.628790099779637,60.00000000000001,60.00000000000001,60.00000000000001,10.0,2.0,"[""Ce"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H""]","[[0.5, 0.5, 0.5], [0.75, 0.75, 0.75], [0.8820717605275598, 0.8820717605275598, 0.8820717605275598], [0.8820717605275598, 0.8820717605275598, 0.3537847184173133], [0.8820717605275598, 0.3537847184173133, 0.8820717605275598], [0.3537847184173133, 0.8820717605275598, 0.8820717605275598], [0.1345783333019736, 0.1345783333019736, 0.5962650000940719], [0.1345783333019736, 0.1345783333019736, 0.1345783333019736], [0.5962650000940719, 0.1345783333019736, 0.1345783333019736], [0.1345783333019736, 0.5962650000940719, 0.1345783333019736]]",[10.1063/1.5130583]
146,Ce1H9,94.0,1.596,1181.379,3.622864359261083,3.622864359261083,3.622864359261083,60.00000000000001,60.00000000000001,60.00000000000001,10.0,2.0,"[""Ce"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H""]","[[0.5, 0.5, 0.5], [0.75, 0.75, 0.75], [0.8820876025057558, 0.8820876025057558, 0.8820876025057558], [0.8820876025057558, 0.8820876025057558, 0.3537371924827255], [0.8820876025057558, 0.3537371924827255, 0.8820876025057558], [0.3537371924827255, 0.8820876025057558, 0.8820876025057558], [0.1346088841580695, 0.1346088841580695, 0.5961733475257844], [0.1346088841580695, 0.1346088841580695, 0.1346088841580695], [0.5961733475257844, 0.1346088841580695, 0.1346088841580695], [0.1346088841580695, 0.5961733475257844, 0.1346088841580695]]",[10.1063/1.5130583]
147,Ce1H9,96.0,2.013,805.854,3.6170725920724136,3.6170725920724136,3.6170725920724136,60.00000000000001,60.00000000000001,60.00000000000001,10.0,2.0,"[""Ce"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H""]","[[0.5, 0.5, 0.5], [0.75, 0.75, 0.75], [0.882157465649858, 0.882157465649858, 0.882157465649858], [0.882157465649858, 0.882157465649858, 0.3535276030504046], [0.882157465649858, 0.3535276030504046, 0.882157465649858], [0.3535276030504046, 0.882157465649858, 0.882157465649858], [0.1347037981671878, 0.1347037981671878, 0.5958886054984296], [0.1347037981671878, 0.1347037981671878, 0.1347037981671878], [0.5958886054984296, 0.1347037981671878, 0.1347037981671878], [0.1347037981671878, 0.5958886054984296, 0.1347037981671878]]",[10.1063/1.5130583]
148,Ce1H9,98.0,1.67,1119.616,3.611303668751005,3.611303668751005,3.611303668751005,60.00000000000001,60.00000000000001,60.00000000000001,10.0,2.0,"[""Ce"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H""]","[[0.5, 0.5, 0.5], [0.75, 0.75, 0.75], [0.8821844776436207, 0.8821844776436207, 0.8821844776436207], [0.8821844776436207, 0.8821844776436207, 0.3534465670691238], [0.8821844776436207, 0.3534465670691238, 0.8821844776436207], [0.3534465670691238, 0.8821844776436207, 0.8821844776436207], [0.1347318076220997, 0.1347318076220997, 0.5958045771336868], [0.1347318076220997, 0.1347318076220997, 0.1347318076220997], [0.5958045771336868, 0.1347318076220997, 0.1347318076220997], [0.1347318076220997, 0.5958045771336868, 0.1347318076220997]]",[10.1063/1.5130583]
149,Cr2H6,120.0,0.8,630.5,3.566072127094971,3.566072127094971,2.494761053458056,90.0,90.0,119.99998455082586,8.0,2.0,"[""Cr"", "" Cr"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H""]","[[0.6666669999999968, 0.3333330000000032, 0.75], [0.3333330000000032, 0.6666669999999968, 0.25], [0.849267585209594, 0.1507324147904061, 0.25], [0.1507324147904061, 0.849267585209594, 0.75], [0.8492675852785522, 0.6985351704881532, 0.25], [0.1507324147214408, 0.3014648295118468, 0.75], [0.3014648295118468, 0.1507324147214408, 0.25], [0.6985351704881532, 0.8492675852785522, 0.75]]",[10.1038/srep17764]
150,Cr2H6,160.0,0.76,670.6,3.493868449102573,3.493868449102573,2.44424243856574,90.0,90.0,119.99999416937492,8.0,2.0,"[""Cr"", "" Cr"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H""]","[[0.6666669999999968, 0.3333330000000032, 0.75], [0.3333330000000032, 0.6666669999999968, 0.25], [0.8522063595097354, 0.1477936404902645, 0.25], [0.1477936404902645, 0.8522063595097354, 0.75], [0.8522063595032932, 0.7044127190130286, 0.25], [0.1477936404967068, 0.2955872809869714, 0.75], [0.2955872809869714, 0.1477936404967068, 0.25], [0.7044127190130286, 0.8522063595032932, 0.75]]",[10.1038/srep17764]
151,Cr2H6,200.0,0.69,810.0,3.4339758372198363,3.4339758372198363,2.4019275031060574,90.0,90.0,119.99998435867325,8.0,2.0,"[""Cr"", "" Cr"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H""]","[[0.6666669999999968, 0.3333330000000032, 0.75], [0.3333330000000032, 0.6666669999999968, 0.25], [0.8547310204395444, 0.1452689795604555, 0.25], [0.1452689795604555, 0.8547310204395444, 0.75], [0.85473102036468, 0.7094620408042174, 0.25], [0.14526897963532, 0.2905379591957826, 0.75], [0.2905379591957826, 0.14526897963532, 0.25], [0.7094620408042174, 0.85473102036468, 0.75]]",[10.1038/srep17764]
152,Cr2H6,81.0,0.95,581.0,3.660499192697395,3.660499192697395,2.550624135802643,90.0,90.0,119.99996451219536,8.0,2.0,"[""Cr"", "" Cr"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H""]","[[0.6666669999999968, 0.3333330000000032, 0.75], [0.3333330000000032, 0.6666669999999968, 0.25], [0.8452675391085205, 0.1547324608914795, 0.25], [0.1547324608914795, 0.8452675391085205, 0.75], [0.8452675392439428, 0.6905350783524704, 0.25], [0.1547324607560501, 0.3094649216475296, 0.75], [0.3094649216475296, 0.1547324607560501, 0.25], [0.6905350783524704, 0.8452675392439428, 0.75]]",[10.1038/srep17764]
153,Cr2H2,0.0,0.67,338.5,2.6643284051554126,2.6643284051554126,4.327038332724577,90.0,90.0,120.0000020376407,4.0,2.0,"[""Cr"", "" Cr"", "" H"", "" H""]","[[0.6666669999999968, 0.3333330000000032, 0.75], [0.3333330000000032, 0.6666669999999968, 0.25], [-0.0, 0.0, 0.0], [-0.0, 0.0, 0.5]]",[10.1038/srep17764]
154,Cr2H2,120.0,0.43,531.0,2.4310989770096003,2.4310989770096003,3.968213783541776,90.0,90.0,120.00000612769516,4.0,2.0,"[""Cr"", "" Cr"", "" H"", "" H""]","[[0.6666669999999968, 0.3333330000000032, 0.75], [0.3333330000000032, 0.6666669999999968, 0.25], [-0.0, 0.0, 0.0], [-0.0, 0.0, 0.5]]",[10.1038/srep17764]
155,Cr2H2,200.0,0.42,560.0,2.3511723998031564,2.3511723998031564,3.846729784002049,90.0,90.0,120.000010465127,4.0,2.0,"[""Cr"", "" Cr"", "" H"", "" H""]","[[0.6666669999999968, 0.3333330000000032, 0.75], [0.3333330000000032, 0.6666669999999968, 0.25], [0.0, 0.0, -0.0], [-0.0, 0.0, 0.5]]",[10.1038/srep17764]
156,Cr2H2,60.0,0.48,415.5,2.514646032509285,2.514646032509285,4.098842075860178,90.0,90.0,120.000003321293,4.0,2.0,"[""Cr"", "" Cr"", "" H"", "" H""]","[[0.6666669999999968, 0.3333330000000032, 0.75], [0.3333330000000032, 0.6666669999999968, 0.25], [0.0, 0.0, 0.0], [0.0, 0.0, 0.5]]",[10.1038/srep17764]
157,Ga1As1H6,180.0,1.57,897.0,3.100841786341205,3.100841786341205,3.100841786341206,90.0,90.0,90.0,8.0,3.0,"[""Ga"", "" As"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H""]","[[0.5, 0.5, 0.5], [-0.0, -0.0, 0.0], [0.7490061203498639, 0.5, 0.0], [0.2509938796501362, 0.5, 0.0], [-0.0, 0.7490061203498639, 0.5], [-0.0, 0.2509938796501362, 0.5], [0.5, -0.0, 0.7490061203498639], [0.5, -0.0, 0.2509938796501362]]",[10.1103/PhysRevB.100.174506]
158,Ga1As1H6,200.0,1.43,964.0,3.0711760155737102,3.0711760155737102,3.071176015573714,90.0,90.0,90.0,8.0,3.0,"[""Ga"", "" As"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H""]","[[0.5, 0.5, 0.5], [-0.0, 0.0, 0.0], [0.7503531535374641, 0.5, 0.0], [0.2496468464625359, 0.5, 0.0], [0.0, 0.7503531535374642, 0.5], [-0.0, 0.2496468464625359, 0.5], [0.5, 0.0, 0.7503531535374641], [0.5, -0.0, 0.2496468464625359]]",[10.1103/PhysRevB.100.174506]
159,Ga1As1H6,300.0,1.57,635.0,2.951388158725123,2.951388158725123,2.9513881587251283,90.0,90.0,90.0,8.0,3.0,"[""Ga"", "" As"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H""]","[[0.5, 0.5, 0.5], [0.0, 0.0, 0.0], [0.7504872088513197, 0.5, 0.0], [0.2495127911486803, 0.5, -0.0], [0.0, 0.7504872088513268, 0.5], [-0.0, 0.2495127911486803, 0.5], [0.5, 0.0, 0.7504872088513197], [0.5, -0.0, 0.2495127911486803]]",[10.1103/PhysRevB.100.174506]
160,Ga2H6,120.0,1.192,1158.0,3.1749111901512155,3.1749111901512155,3.1749111901512155,90.0,90.0,90.0,8.0,2.0,"[""Ga"", "" Ga"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H""]","[[-0.0, -0.0, -0.0], [0.5, 0.5, 0.5], [0.5, 0.25, -0.0], [0.5, 0.75, 0.0], [0.0, 0.5, 0.25], [0.0, 0.5, 0.75], [0.25, 0.0, 0.5], [0.75, -0.0, 0.5]]","[10.1103/PhysRevB.84.064118,10.1088/0953-2048/27/1/015003]"
161,Ga2H6,160.0,0.98,1271.0,3.098084923391965,3.098084923391965,3.098084923391965,90.0,90.0,90.0,8.0,2.0,"[""Ga"", "" Ga"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H""]","[[0.0, -0.0, -0.0], [0.5, 0.5, 0.5], [0.5, 0.25, 0.0], [0.5, 0.75, -0.0], [0.0, 0.5, 0.25], [0.0, 0.5, 0.75], [0.25, -0.0, 0.5], [0.75, 0.0, 0.5]]","[10.1103/PhysRevB.84.064118,10.1088/0953-2048/27/1/015003]"
162,Ga2H6,200.0,0.85,1349.0,3.037553134244685,3.037553134244685,3.037553134244685,90.0,90.0,90.0,8.0,2.0,"[""Ga"", "" Ga"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H""]","[[-0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.5, 0.25, 0.0], [0.5, 0.75, -0.0], [0.0, 0.5, 0.25], [-0.0, 0.5, 0.75], [0.25, -0.0, 0.5], [0.75, -0.0, 0.5]]","[10.1103/PhysRevB.84.064118,10.1088/0953-2048/27/1/015003]"
163,Ga2H6,240.0,0.76,1407.0,2.985409360549333,2.985409360549333,2.985409360549333,90.0,90.0,90.0,8.0,2.0,"[""Ga"", "" Ga"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H""]","[[-0.0, 0.0, -0.0], [0.5, 0.5, 0.5], [0.5, 0.25, 0.0], [0.5, 0.75, -0.0], [0.0, 0.5, 0.25], [-0.0, 0.5, 0.75], [0.25, -0.0, 0.5], [0.75, -0.0, 0.5]]","[10.1103/PhysRevB.84.064118,10.1088/0953-2048/27/1/015003]"
164,Ge3H11,285.0,0.721,1155.0,5.355972919425021,5.355972919425021,5.355972919425021,148.56491513042934,148.56491513042934,45.052124881445,14.0,2.0,"[""Ge"", "" Ge"", "" Ge"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H""]","[[0.674804326848814, 0.674804326848814, 0.0], [0.325195673151186, 0.325195673151186, -0.0], [-0.0, -0.0, -0.0], [0.8315916433117273, 0.0563811416040873, 0.2247894982923742], [0.8315916433117273, 0.6068021450193459, 0.7752105017076257], [0.9436188583959126, 0.1684083566882727, 0.7752105017076257], [0.393197854980654, 0.1684083566882727, 0.2247894982923742], [0.5353692037135573, 0.2721392990547023, 0.7367700953411378], [0.5353692037135573, 0.7985991083724125, 0.2632299046588622], [0.7278607009452978, 0.4646307962864426, 0.2632299046588622], [0.2014008916275875, 0.4646307962864426, 0.7367700953411378], [0.1031975405656042, 0.6031975405656042, 0.5], [0.3968024594343958, 0.8968024594343958, 0.5], [0.25, 0.75, 0.5]]",[10.1103/PhysRevB.95.134506]
165,Ge3H11,300.0,0.69,1140.0,5.327135675285529,5.327135675285529,5.327135675285529,148.5522019892827,148.5522019892827,45.07086154243269,14.0,2.0,"[""Ge"", "" Ge"", "" Ge"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H""]","[[0.6748472831939563, 0.6748472831939563, 0.0], [0.3251527168060439, 0.3251527168060439, 0.0], [0.0, 0.0, 0.0], [0.8316568932731171, 0.0563880979043911, 0.2247312046312739], [0.8316568932731171, 0.606925688641836, 0.7752687953687261], [0.943611902095609, 0.1683431067268829, 0.7752687953687261], [0.3930743113581638, 0.1683431067268829, 0.2247312046312739], [0.5353389750582368, 0.2721526920344237, 0.736813716976187], [0.5353389750582368, 0.7985252580820428, 0.263186283023813], [0.7278473079655763, 0.4646610249417633, 0.263186283023813], [0.2014747419179573, 0.4646610249417633, 0.736813716976187], [0.1031090186006593, 0.6031090186006592, 0.5], [0.3968909813993406, 0.8968909813993408, 0.5], [0.25, 0.75, 0.5]]",[10.1103/PhysRevB.95.134506]
166,Ge3H11,320.0,0.668,1127.0,5.289993031762422,5.289993031762422,5.289993031762422,148.53218476840203,148.53218476840203,45.10036436600063,14.0,2.0,"[""Ge"", "" Ge"", "" Ge"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H""]","[[0.6748593245702992, 0.6748593245702992, 0.0], [0.3251406754297008, 0.3251406754297008, 0.0], [0.0, 0.0, 0.0], [0.8317885686138382, 0.0564588909994015, 0.2246703223855775], [0.8317885686138382, 0.6071182462282536, 0.7753296776144225], [0.9435411090005985, 0.1682114313861618, 0.7753296776144225], [0.3928817537717464, 0.1682114313861618, 0.2246703223855775], [0.5352230188605063, 0.2721093759330131, 0.7368863570724997], [0.5352230188605063, 0.7983366617879923, 0.2631136429275003], [0.7278906240669869, 0.4647769811394937, 0.2631136429275003], [0.2016633382120077, 0.4647769811394937, 0.7368863570724997], [0.1028955087583157, 0.6028955087583157, 0.5], [0.3971044912416843, 0.8971044912416843, 0.5], [0.25, 0.75, 0.5]]",[10.1103/PhysRevB.95.134506]
167,Ge2H6,180.0,1.56,737.0,3.0512377104198984,3.0512377104198976,3.2156220616876525,90.0,90.0,90.0,8.0,2.0,"[""Ge"", "" Ge"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H""]","[[-0.0, 0.5, 0.0], [0.5, -0.0, 0.5], [0.0, -0.0, 0.25], [0.0, -0.0, 0.75], [0.2354391972724066, 0.5, 0.5], [0.7645608027275935, 0.5, 0.5], [0.5, 0.2354391972724066, -0.0], [0.5, 0.7645608027275935, -0.0]]","[10.1103/PhysRevB.88.174110,10.1103/PhysRevB.100.174506]"
168,Ge2H6,180.0,1.82,989.0,3.105513768044562,3.105513768044562,3.1055137680445624,90.0,90.0,90.0,8.0,2.0,"[""Ge"", "" Ge"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H""]","[[-0.0, 0.0, -0.0], [0.5, 0.5, 0.5], [0.25, 0.0, 0.5], [0.75, 0.0, 0.5], [0.5, 0.25, -0.0], [0.5, 0.75, -0.0], [-0.0, 0.5, 0.25], [-0.0, 0.5, 0.75]]","[10.1103/PhysRevB.88.174110,10.1103/PhysRevB.100.174506]"
169,Ge2H6,180.0,1.6,793.0,3.1620031638076034,3.1620031638076034,2.999701257979764,90.0,90.0,95.48963522941231,8.0,2.0,"[""Ge"", "" Ge"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H""]","[[0.0, 0.5, 0.0], [0.5, 0.0, 0.5], [0.5, 0.5, 0.75], [0.5, 0.5, 0.25], [0.7667941062530474, 0.9774902547557474, -0.0], [0.2332058937469454, 0.0225097452442527, -0.0], [0.9774902547557474, 0.7667941062530474, 0.5], [0.0225097452442527, 0.2332058937469454, 0.5]]","[10.1103/PhysRevB.88.174110,10.1103/PhysRevB.100.174506]"
170,Ge3H12,280.0,0.895,1162.0,5.358995932721128,5.358995932721128,2.941344709713125,75.0551483573129,104.9448516426871,147.67741459583053,15.0,2.0,"[""Ge"", "" Ge"", "" Ge"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H""]","[[0.5, 0.5, 0.0], [0.1518361669773186, 0.8481638330226744, 0.6022092551871329], [0.8481638330226744, 0.1518361669773186, 0.3977907448128672], [0.887990353146773, 0.5889937074805578, 0.117807859732173], [0.1120096468532271, 0.4110062925194422, 0.882192140267827], [0.5889937074805578, 0.887990353146773, 0.882192140267827], [0.4110062925194422, 0.1120096468532271, 0.117807859732173], [0.7182891128105461, 0.2817108871894539, 0.9780145768394398], [0.2817108871894539, 0.7182891128105461, 0.0219854231605601], [0.7198297550289735, 0.2801702449710265, 0.6204973327086364], [0.2801702449710265, 0.7198297550289735, 0.3795026672913637], [0.5723860166574863, 0.4276139833425138, 0.5730390228908692], [0.4276139833425138, 0.5723860166574863, 0.4269609771091308], [0.0047179329577869, 0.9952820670422131, 0.7480011714810314], [0.9952820670422131, 0.0047179329577869, 0.2519988285189685]]",[10.1103/PhysRevB.95.134506]
171,Ge3H12,300.0,0.867,1154.0,5.318946595972071,5.318946595972071,2.922699990213753,75.00300457501642,104.99699542498358,147.6598640048948,15.0,2.0,"[""Ge"", "" Ge"", "" Ge"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H""]","[[0.5, 0.5, -0.0], [0.1518329950042094, 0.8481670049957906, 0.6035105109280411], [0.8481670049957906, 0.1518329950042094, 0.3964894890719589], [0.888373370104922, 0.5887807934011933, 0.1186764886460601], [0.111626629895078, 0.4112192065988067, 0.8813235113539399], [0.5887807934011933, 0.888373370104922, 0.8813235113539399], [0.4112192065988067, 0.111626629895078, 0.1186764886460601], [0.7180635313582304, 0.2819364686417695, 0.9760478898960324], [0.2819364686417695, 0.7180635313582304, 0.0239521101039676], [0.719843577639715, 0.280156422360285, 0.6187905148552396], [0.280156422360285, 0.719843577639715, 0.3812094851447603], [0.572415419579855, 0.427584580420145, 0.5736404020756263], [0.427584580420145, 0.572415419579855, 0.4263595979243737], [0.0046813991053531, 0.995318600894647, 0.7485888940221254], [0.995318600894647, 0.0046813991053531, 0.2514111059778747]]",[10.1103/PhysRevB.95.134506]
172,Ge2H8,500.0,0.92,1374.0,3.705060257860316,3.705060257860316,2.780600078148332,82.14483072996443,97.85516927003567,42.80480112692846,10.0,2.0,"[""Ge"", "" Ge"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H""]","[[0.3689347297959154, 0.3689347297959154, 0.75], [0.6310652702040846, 0.6310652702040846, 0.25], [0.7772326098280268, 0.0973870691429831, 0.4682246159929327], [0.2227673901719733, 0.9026129308570169, 0.5317753840070673], [0.0973870691429831, 0.7772326098280268, 0.0317753840070673], [0.9026129308570169, 0.2227673901719733, 0.9682246159929327], [0.8725901377469195, 0.8725901377469195, 0.25], [0.1274098622530805, 0.1274098622530805, 0.75], [0.7404204287744633, 0.7404204287744633, 0.75], [0.2595795712255367, 0.2595795712255367, 0.25]]",[10.1039/c5cp03807c]
173,Ge2H8,250.0,0.88,1011.0,2.7260448134608133,2.7260448134608133,4.678548241829593,90.0,90.0,119.5402986695591,10.0,2.0,"[""Ge"", "" Ge"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H""]","[[0.0133196949547386, 0.0133196949547386, -0.0], [0.0133196949547386, 0.0133196949547386, 0.5], [0.3109737285736259, 0.6410996758725744, 0.1158876604507221], [0.6410996758725744, 0.3109737285736259, 0.8841123395492779], [0.6410996758725744, 0.3109737285736259, 0.6158876604507221], [0.3109737285736259, 0.6410996758725744, 0.3841123395492779], [0.1585403911230638, 0.6046786106574378, 0.75], [0.6046786106574378, 0.1585403911230638, 0.25], [0.4912305367615056, 0.7122042626561111, 0.75], [0.7122042626561111, 0.4912305367615056, 0.25]]",[10.1039/c5cp03807c]
174,Ge2H16,250.0,1.43,827.1579730305081,2.894773717164236,2.879290946466084,5.810216718217777,90.0,118.96009011709764,90.0,18.0,2.0,"[""Ge"", "" Ge"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H"", "" H""]","[[0.5, 0.0, 0.5], [0.5, 0.5, 0.0], [0.2824125390520288, 0.1210509426721137, 0.1548824333323386], [0.7175874609479712, 0.8789490573278863, 0.8451175666676614], [0.7175874609479712, 0.6210509426721137, 0.3451175666676614], [0.2824125390520288, 0.3789490573278863, 0.6548824333323386], [0.857504720324704, 0.9718339586482169, 0.3003835970180886], [0.142495279675296, 0.0281660413517832, 0.6996164029819114], [0.142495279675296, 0.4718339586482168, 0.1996164029819114], [0.857504720324704, 0.5281660413517831, 0.8003835970180886], [0.197010523705664, 0.6612506298837918, 0.6204964829691096], [0.802989476294336, 0.3387493701162082, 0.3795035170308904], [0.802989476294336, 0.1612506298837918, 0.8795035170308904], [0.197010523705664, 0.8387493701162082, 0.1204964829691096], [0.7969897888234427, 0.4886940295646516, 0.6390105978526379], [0.2030102111765573, 0.5113059704353483, 0.3609894021473622], [0.2030102111765573, 0.9886940295646517, 0.8609894021473621], [0.7969897888234427, 0.0113059704353483, 0.1390105978526378]]",[10.1021/jp211051r]
175,H2I1,240.0,0.611,1366.2,2.6610210301286377,2.6610210301286377,2.6610163233632185,70.78773719619473,70.78773719619473,70.78782310841149,3.0,2.0,"[""H"", "" H"", "" I""]","[[0.4083983299590415, 0.4083983299590415, 0.4083983304741565], [0.5916016700409585, 0.5916016700409585, 0.5916016695258435], [0.0, 0.0, 0.0]]",[10.1039/c5cp05218a]
176,H2I1,260.0,0.594,1384.5,2.638752545500383,2.638752545500383,2.6387518887242254,70.85093850086852,70.85093850086852,70.85095058294802,3.0,2.0,"[""H"", "" H"", "" I""]","[[0.4068683160874126, 0.4068683160874126, 0.4068683160657804], [0.5931316839125872, 0.5931316839125872, 0.5931316839342197], [0.0, 0.0, -0.0]]",[10.1039/c5cp05218a]
177,H2I1,300.0,0.548,1465.8,2.599778923873928,2.599778923873928,2.5997746592251896,70.92759043228996,70.92759043228996,70.92767004716372,3.0,2.0,"[""H"", "" H"", "" I""]","[[0.4055991352580079, 0.4055991352580079, 0.4055991348227153], [0.594400864741992, 0.594400864741992, 0.5944008651772847], [0.0, 0.0, 0.0]]",[10.1039/c5cp05218a]
